window_id,V__mean,V__std,V__min,V__max,V__median,I__mean,I__std,I__min,I__max,I__median,P__mean,P__std,P__min,P__max,P__median,Q__mean,Q__std,Q__min,Q__max,Q__median,S__mean,S__std,S__min,S__max,S__median,FRE__mean,FRE__std,FRE__min,FRE__max,FRE__median,HPE__mean,HPE__std,HPE__min,HPE__max,HPE__median,DWE__mean,DWE__std,DWE__min,DWE__max,DWE__median,CWE__mean,CWE__std,CWE__min,CWE__max,CWE__median,WOE__mean,WOE__std,WOE__min,WOE__max,WOE__median,B1E__mean,B1E__std,B1E__min,B1E__max,B1E__median,Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),wx_Clear,wx_Cloudy,wx_Fog,wx_Rain,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_anomaly,anomaly_type
2012-09-01 00:00:00-07:00,242.73999999999998,0.9984273347906302,241.2,244.3,243.1,5.673333333333333,0.5624775127780244,4.7,6.1,6.0,515.2666666666667,59.69860810373901,420.0,562.0,548.0,165.26666666666668,25.59147923672663,122.0,184.0,178.0,759.6666666666666,69.53793072506406,645.0,815.0,792.0,127.53333333333333,0.7432233529572068,126.0,129.0,128.0,38.86666666666667,0.9904304018720248,38.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,81.0,11.0,32.2,101.5,1.0,0.0,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 00:15:00-07:00,241.28,0.3569713874087986,240.5,241.7,241.3,5.753333333333333,0.39976183385801584,4.8,6.0,5.9,534.6,47.00577472122818,420.0,566.0,552.0,140.73333333333332,26.377660100565254,118.0,181.0,126.0,761.6,47.127183541682484,648.0,798.0,776.0,127.4,0.5070925528371085,127.0,128.0,127.0,38.13333333333333,0.7432233529572071,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,81.0,11.0,32.2,101.5,1.0,0.0,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 00:30:00-07:00,240.47333333333333,0.31728010758108666,240.0,241.0,240.3,5.906666666666666,0.3990464825532174,5.2,6.3,6.1,598.2,61.37030459199534,530.0,685.0,562.0,154.2,28.906746617355605,116.0,183.0,171.0,755.8666666666667,68.6844406030389,642.0,811.0,798.0,127.2,0.41403933560540984,127.0,128.0,127.0,37.8,0.6761234037828133,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,81.0,11.0,32.2,101.5,1.0,0.0,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 00:45:00-07:00,241.30666666666667,0.35348604067540146,240.7,241.9,241.3,6.266666666666667,0.5576310437488041,5.9,7.3,5.9,592.0,62.228840350986594,539.0,708.0,557.0,149.73333333333332,28.738890192973862,121.0,185.0,128.0,820.3333333333334,67.30492092672259,770.0,939.0,783.0,127.53333333333333,0.5163977794943221,127.0,128.0,128.0,37.53333333333333,0.6399404734221846,37.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,81.0,11.0,32.2,101.5,1.0,0.0,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 01:00:00-07:00,241.86,0.18439088914585589,241.6,242.2,241.8,5.64,0.5779273310719956,4.7,6.2,5.8,526.6666666666666,73.69693409659656,420.0,685.0,552.0,148.0,31.740015302903846,117.0,185.0,121.0,748.5333333333333,66.57097894800138,641.0,815.0,772.0,127.13333333333334,0.6399404734221843,126.0,128.0,127.0,38.6,1.4040757000349269,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,81.0,13.0,32.2,101.54,1.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 01:15:00-07:00,241.88666666666668,0.24455985731417043,241.4,242.3,241.9,5.506666666666666,0.6408327915038886,4.7,6.1,6.0,559.8666666666667,116.00792255375532,420.0,658.0,648.0,156.33333333333334,28.396847578225152,120.0,183.0,177.0,735.0,74.49448685257562,643.0,800.0,787.0,127.26666666666667,0.5936168397046605,126.0,128.0,127.0,2266.4374946730672,616.4786646380693,38.0,2425.6116014354293,2425.6116014354293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,81.0,13.0,32.2,101.54,1.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,1,impossible_appliance_combo
2012-09-01 01:30:00-07:00,241.97333333333333,0.19073791542572271,241.6,242.2,242.0,5.766666666666667,0.3244042158143068,4.7,6.1,5.8,542.2,31.978117518077884,429.0,562.0,548.0,142.46666666666667,28.32683398845561,118.0,182.0,125.0,770.1333333333333,38.2489340031974,649.0,812.0,768.0,127.13333333333334,0.6399404734221846,126.0,128.0,127.0,197.17410676236196,616.4787805034978,37.0,2425.6116014354293,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,81.0,13.0,32.2,101.54,1.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 01:45:00-07:00,242.38,0.28585710716069684,241.8,242.8,242.4,5.680000000000001,0.4901894677425396,4.7,6.1,6.0,529.2,43.25043352383881,420.0,562.0,543.0,160.4,26.84292936962836,121.0,180.0,178.0,746.0,74.11959447888452,635.0,808.0,793.0,126.8,0.7745966692414871,126.0,128.0,127.0,38.266666666666666,0.7037315505489955,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,81.0,13.0,32.2,101.54,1.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 02:00:00-07:00,242.06666666666666,0.3638419332360507,241.4,242.6,242.1,6.04,0.6265552079198039,5.2,7.1,6.0,606.0666666666667,65.21444479196167,530.0,694.0,571.0,136.33333333333334,23.166067138525403,119.0,184.0,126.0,780.6,90.87809731408643,648.0,931.0,776.0,126.66666666666667,1.0465362369445668,125.0,128.0,127.0,38.13333333333333,0.6399404734221837,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,81.0,13.0,32.2,101.56,1.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 02:15:00-07:00,242.58666666666667,0.16417180315871127,242.2,242.8,242.6,5.966666666666667,0.8085848896742529,4.6,7.1,5.9,554.3333333333334,90.76946203484533,411.0,676.0,548.0,169.6,24.720725833079527,119.0,185.0,181.0,799.1333333333333,95.73912968259619,638.0,922.0,794.0,126.2,0.8618916073713341,125.0,128.0,126.0,38.4,0.9856107606091624,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,81.0,13.0,32.2,101.56,1.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 02:30:00-07:00,242.66,0.13522468075656668,242.4,242.9,242.7,5.033333333333333,0.5122313465427049,4.7,6.2,4.8,479.53333333333336,92.89999743708029,415.0,685.0,424.0,131.46666666666667,21.243038075253427,121.0,186.0,123.0,671.4666666666667,57.511323936702944,643.0,819.0,650.0,126.06666666666666,0.8837151016885376,125.0,128.0,126.0,38.266666666666666,0.9611501047232549,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,81.0,13.0,32.2,101.56,1.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 02:45:00-07:00,243.01333333333332,0.27481595573001544,242.5,243.5,243.1,6.406666666666667,0.8004165582161995,4.7,7.1,6.9,651.9333333333333,133.99545123764818,420.0,799.0,671.0,174.0,20.904544960366863,123.0,194.0,180.0,852.0666666666667,96.41759373139513,647.0,935.0,910.0,126.46666666666667,0.9904304018720251,125.0,128.0,127.0,38.4,0.7367883976130065,37.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,81.0,13.0,32.2,101.56,1.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 03:00:00-07:00,243.25333333333336,0.18464895909600076,242.9,243.6,243.2,4.806666666666667,0.36147844564602544,4.6,6.1,4.7,431.4,39.99249929674313,411.0,575.0,420.0,128.46666666666667,16.647036058223986,120.0,188.0,124.0,656.4,44.14553852235322,632.0,815.0,645.0,125.73333333333333,0.8837151016885397,125.0,127.0,125.0,38.733333333333334,1.3345232785352166,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.61,1.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 03:15:00-07:00,243.30666666666667,0.20165977949673483,242.9,243.6,243.3,6.593333333333334,0.5496319114600584,5.9,7.1,7.0,676.9333333333333,111.9951954751801,543.0,813.0,685.0,183.13333333333333,2.9968237153613777,178.0,189.0,183.0,873.2666666666667,65.47460430979183,791.0,932.0,918.0,125.66666666666667,0.6172133998483683,125.0,127.0,126.0,38.4,1.183215956619923,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,3.6598348938489362,4.0498513124987765,0.0,7.842503343962006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.61,1.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1,1,weekday_pattern_on_weekend
2012-09-01 03:30:00-07:00,243.37333333333333,0.2763710411402595,242.9,243.8,243.3,5.213333333333334,0.6151267774865214,4.7,6.0,4.8,502.8666666666667,106.97921471459945,415.0,658.0,434.0,124.8,2.4260491103261463,120.0,131.0,124.0,697.0,64.6263988519508,640.0,780.0,650.0,125.73333333333333,0.7037315505489946,125.0,127.0,126.0,38.666666666666664,1.3972762620115433,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,6.768601789650169,1.188343667233144,5.541285727579498,7.842503343962006,7.842503343962006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.61,1.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1,1,weekday_pattern_on_weekend
2012-09-01 03:45:00-07:00,243.27333333333334,0.13345232785352612,243.0,243.5,243.3,6.473333333333334,0.7235494520237087,4.7,7.3,6.9,621.2666666666667,83.70651678561804,429.0,712.0,676.0,178.53333333333333,15.569506215982695,124.0,189.0,181.0,860.8,88.10561843605663,644.0,949.0,914.0,125.46666666666667,0.6399404734221834,125.0,127.0,125.0,38.666666666666664,0.9759000729485322,37.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,2.585933339537099,2.861507645265633,0.0,5.541285727579498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.61,1.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 04:00:00-07:00,243.05333333333334,0.22635833370587066,242.7,243.4,243.1,5.046666666666667,0.3481926122681171,4.7,5.9,5.1,489.8,57.24783214860005,420.0,552.0,525.0,129.66666666666666,14.06447737420498,122.0,180.0,126.0,657.2,38.31858929702771,629.0,793.0,650.0,125.46666666666667,0.6399404734221842,125.0,127.0,125.0,38.93333333333333,0.9611501047232549,38.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.64,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 04:15:00-07:00,242.85333333333335,0.1457329586541612,242.6,243.1,242.9,6.24,0.6811754546370564,5.1,7.1,5.9,606.6,70.28696282282472,525.0,694.0,552.0,176.2,21.597618916379258,122.0,190.0,184.0,828.7333333333333,95.81415543098207,643.0,932.0,800.0,125.33333333333333,0.48795003647426544,125.0,126.0,125.0,38.266666666666666,0.5936168397046635,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.64,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 04:30:00-07:00,242.73999999999998,0.2720294101746951,242.4,243.2,242.7,5.1,0.7745966692414832,4.7,6.9,4.7,468.0,89.09304927193493,420.0,671.0,424.0,133.93333333333334,19.32232855926999,122.0,181.0,127.0,690.3333333333334,93.14249196539575,640.0,908.0,645.0,125.46666666666667,0.6399404734221851,124.0,126.0,126.0,38.53333333333333,0.8338093878327919,38.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.35186577527449836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.64,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 04:45:00-07:00,242.57333333333332,0.1533747356112136,242.4,242.9,242.5,5.973333333333333,0.9082688924279972,4.6,7.2,6.1,626.5333333333333,145.67079649806598,411.0,808.0,667.0,166.6,26.7603117641459,121.0,187.0,180.0,788.7333333333333,108.42737310335997,630.0,942.0,794.0,125.26666666666667,0.45773770821706244,125.0,126.0,125.0,38.333333333333336,0.9759000729485309,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,84.0,11.0,32.2,101.64,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,1,appliance_unusual_hours
2012-09-01 05:00:00-07:00,242.27333333333334,0.2016597794967257,242.0,242.7,242.2,5.786666666666666,0.7661281752764231,4.6,7.0,5.8,556.6666666666666,98.31339588033671,420.0,781.0,548.0,135.26666666666668,23.423024895134596,121.0,182.0,125.0,771.4666666666667,89.73601496028434,642.0,923.0,767.0,125.0,0.5345224838248505,124.0,126.0,125.0,38.4,1.3522468075656269,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,86.0,9.0,48.3,101.68,1.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 05:15:00-07:00,241.86666666666667,0.14474937289114553,241.6,242.2,241.8,5.513333333333334,0.5829318346166414,4.7,6.0,5.9,503.8666666666667,61.98486758495016,411.0,566.0,543.0,160.66666666666666,27.199439770140923,123.0,183.0,177.0,743.1333333333333,72.1415935768647,643.0,805.0,790.0,125.13333333333334,0.5163977794943264,124.0,126.0,125.0,38.53333333333333,1.125462867742276,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.7409788626248688,1.9554382646963662,0.0,5.5573414696865155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,86.0,9.0,48.3,101.68,1.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,1,weekday_pattern_on_weekend
2012-09-01 05:30:00-07:00,241.5,0.1889822365046078,241.3,241.9,241.4,5.833333333333333,0.29920529661723816,5.2,6.0,6.0,593.6,60.463448226416745,525.0,662.0,548.0,142.73333333333332,26.102727461941218,121.0,182.0,128.0,749.2,54.46781487394974,643.0,794.0,764.0,124.93333333333334,0.45773770821706394,124.0,126.0,125.0,37.86666666666667,0.7432233529572064,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,4.816362607061647,1.955438264696366,0.0,5.5573414696865155,5.5573414696865155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,86.0,9.0,48.3,101.68,1.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 05:45:00-07:00,241.9,0.26186146828318385,241.5,242.3,242.0,5.566666666666666,0.5498917642417935,4.7,6.1,5.9,513.0666666666667,59.33376136817249,415.0,571.0,543.0,158.26666666666668,30.618544023111845,119.0,186.0,178.0,750.8666666666667,69.24683248729734,639.0,816.0,790.0,125.13333333333334,0.351865775274502,125.0,126.0,125.0,38.06666666666667,0.5936168397046641,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,86.0,9.0,48.3,101.68,1.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 06:00:00-07:00,241.83333333333334,0.20236694629404664,241.5,242.2,241.8,6.22,1.5969614003743844,4.7,10.0,5.9,591.4,194.56684492188577,420.0,1051.0,543.0,155.66666666666666,24.766528872269372,119.0,185.0,153.0,827.7333333333333,192.2005896626404,644.0,1278.0,792.0,125.0,0.3779644730092272,124.0,126.0,125.0,38.333333333333336,0.9759000729485315,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,84.0,11.0,48.3,101.75,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 06:15:00-07:00,241.44666666666666,0.2924445409369275,241.0,241.9,241.5,11.3,4.707440918375927,7.9,20.5,9.6,1288.8,592.2334481797336,845.0,2440.0,1037.0,164.66666666666666,20.173060773030482,136.0,190.0,176.0,1433.8666666666666,573.2604577161698,1016.0,2556.0,1240.0,124.86666666666666,0.3518657752745003,124.0,125.0,125.0,37.8,1.1464230084422218,37.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.35186577527449836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,84.0,11.0,48.3,101.75,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 06:30:00-07:00,241.7866666666667,0.2669046557070454,241.1,242.1,241.8,8.546666666666665,0.33565855667130945,7.9,8.9,8.7,883.0,44.072991405491976,795.0,945.0,900.0,178.66666666666666,2.9680841985233166,174.0,184.0,178.0,1102.9333333333334,43.54712827446114,1019.0,1157.0,1126.0,124.73333333333333,0.4577377082170637,124.0,125.0,125.0,37.93333333333333,0.7037315505489969,37.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2581988897471611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,84.0,11.0,48.3,101.75,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,normal
2012-09-01 06:45:00-07:00,241.26000000000002,0.25298221281347527,240.9,241.8,241.2,7.260000000000001,0.9053807407462822,6.3,8.8,6.7,727.4,112.01709053277796,612.0,904.0,658.0,160.6,18.669302534986603,139.0,185.0,152.0,953.8666666666667,108.94354151621494,843.0,1125.0,879.0,124.93333333333334,0.45773770821706417,124.0,126.0,125.0,38.266666666666666,0.9611501047232546,37.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,84.0,11.0,48.3,101.75,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,normal
